numero_uai;appellation;denomination;patronyme;etat_etabl;nature_uai;lib_nature;sous_fic;field_11;Coord_X;Coord_Y
493447;Ecole primaire Gaston Bachelard;ECOLE PRIMAIRE PUBLIQUE;GASTON BACHELARD;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;493447;6769591
492648;Ecole primaire Gérard Philipe;ECOLE PRIMAIRE PUBLIQUE;GERARD PHILIPE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;492648;6768956
513605;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;513605;6757080
452075;Ecole primaire Saint-Exupéry;ECOLE PRIMAIRE PUBLIQUE;SAINT-EXUPERY;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;452075;6753767
451075;Ecole primaire Gilles Ménage;ECOLE PRIMAIRE PUBLIQUE;GILLES MENAGE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;451075;6753886
491768;Collège Le Ronceray;COLLEGE;LE RONCERAY;1;340;COLLEGE;3;;491768;6766829
488149;Ecole primaire Jules Ferry;ECOLE PRIMAIRE PUBLIQUE;JULES FERRY;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;488149;6766955
469334;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;PAPE CARPANTIER;1;101;ECOLE MATERNELLE;1;;469334;6737590
500494;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;1;101;ECOLE MATERNELLE;1;;500494;6797859
451982;Ecole maternelle Saint-Exupéry;ECOLE MATERNELLE PUBLIQUE;SAINT-EXUPERY;1;101;ECOLE MATERNELLE;1;;451982;6753717
489264;Ecole maternelle Les Ardriers;ECOLE MATERNELLE PUBLIQUE;LES ARDRIERS;1;101;ECOLE MATERNELLE;1;;489264;6771199
488191;Section d'enseignement général et professionnel adapté du Collège Kennedy;SEGPA;CLG KENNEDY;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;488191;6766669
492789;Section d'enseignement général et professionnel adapté du Collège Vauguyon;SEGPA;CLG VAUGUYON;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;492789;6767429
491006;Collège Maroc Huchepie;COLLEGE;MAROC HUCHEPIE;1;340;COLLEGE;3;;491006;6766793
489833;Collège Henri Lefeuvre;COLLEGE;HENRI LEFEUVRE;1;340;COLLEGE;3;;489833;6762679
487067;Collège Le Joncheray;COLLEGE;LE JONCHERAY;1;340;COLLEGE;3;;487067;6795872
477593;Collège Ariste-Jacques Trouvé Chauvel;COLLEGE;A.J.TROUVE-CHAUVEL;1;340;COLLEGE;3;;477593;6758525
491618;Collège Jean Cocteau;COLLEGE;JEAN COCTEAU;1;340;COLLEGE;3;;491618;6773197
479260;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;479260;6787917
500554;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;500554;6797687
477033;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;R.P.I.;1;101;ECOLE MATERNELLE;1;;477033;6788056
481211;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;481211;6762953
536612;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;536612;6768334
489768;Ecole primaire Marcel Pagnol;ECOLE PRIMAIRE PUBLIQUE;MARCEL PAGNOL;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;489768;6772743
517703;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;517703;6735328
498521;Etablissement régional d'enseignement adapté Raphael Elize;ETAB.REGIONAL ENSEIGNT ADAPTE;RAPHAEL ELIZE;1;370;ETABLISSEMENT REGIONAL D'ENSEIGNT ADAPTE;3;;498521;6768227
490913;Section d'enseignement général et professionnel adapté du Collège Maroc;SEGPA;CLG MAROC;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;490913;6766795
526141;Ecole maternelle Orléans;ECOLE MATERNELLE PUBLIQUE;JULES FERRY;1;101;ECOLE MATERNELLE;1;;526141;6789736
486555;Ecole maternelle Georges Brassens;ECOLE MATERNELLE PUBLIQUE;GEORGES BRASSENS;1;101;ECOLE MATERNELLE;1;;486555;6731104
493577;Ecole maternelle Gué-Bernisson;ECOLE MATERNELLE PUBLIQUE;SONIA DELAUNAY;1;101;ECOLE MATERNELLE;1;;493577;6769263
470598;Ecole maternelle Henri Dunant;ECOLE MATERNELLE PUBLIQUE;HENRI DUNANT;1;101;ECOLE MATERNELLE;1;;470598;6738004
491176;Ecole primaire Georges Braque;ECOLE PRIMAIRE PUBLIQUE;GEORGES BRAQUE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;491176;6772805
492357;Collège privé Maupertuis-St Benoit;COLLEGE PRIVE;MAUPERTUIS-ST BENOIT;1;340;COLLEGE;3;;492357;6769871
490775;Collège privé Saint Joseph;COLLEGE PRIVE;ST JOSEPH;1;340;COLLEGE;3;;490775;6770040
490183;Collège La Madeleine;COLLEGE;LA MADELEINE;1;340;COLLEGE;3;;490183;6773056
493660;Collège Val d'Huisne;COLLEGE;VAL D HUISNE;1;340;COLLEGE;3;;493660;6769616
495878;Collège Suzanne Bouteloup;COLLEGE;SUZANNE BOUTELOUP;1;340;COLLEGE;3;;495878;6744243
451389;Collège Anjou;COLLEGE;ANJOU;1;340;COLLEGE;3;;451389;6753331
464126;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;464126;6762633
488428;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;488428;6774269
518509;Ecole primaire La Pléiade;ECOLE PRIMAIRE PUBLIQUE;LA PLEIADE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;518509;6739264
517693;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;517693;6748919
491212;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I. ROBERT DOISNEAU;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;491212;6783386
492844;Ecole primaire Clairefontaine;ECOLE PRIMAIRE PUBLIQUE;CLAIREFONTAINE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;492844;6771280
500166;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;1;101;ECOLE MATERNELLE;1;;500166;6755724
518864;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;518864;6758596
490183;Section d'enseignement général et professionnel adapté du Collège La Madeleine;SEGPA;CLG LA MADELEINE;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;490183;6773056
451389;Section d'enseignement général et professionnel adapté du Collège d'Anjou;SEGPA;CLG D ANJOU;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;451389;6753331
494716;Ecole primaire E et R Badinter;ECOLE PRIMAIRE PUBLIQUE;R.P.I.    E. ET R. BADINTER;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;494716;6789503
472504;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I. ALBERT JACQUARD;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;472504;6789712
454235;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;454235;6756238
524602;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;524602;6775116
494375;Ecole primaire Maurice Genevoix;ECOLE PRIMAIRE PUBLIQUE;MAURICE GENEVOIX;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;494375;6774125
502901;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;RENE LANGLAIS;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;502901;6781813
500000;ECOLE RIMAIRE PUBLIQUE;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;500000;6726993
520276;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;520276;6773627
506393;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;506393;6746624
489984;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;489984;6735783
535696;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;R.P.I.;1;101;ECOLE MATERNELLE;1;;535696;6780337
492000;Ecole primaire Mauboussin;ECOLE PRIMAIRE PUBLIQUE;MAUBOUSSIN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;492000;6768296
490137;Ecole primaire Marceau;ECOLE PRIMAIRE PUBLIQUE;MARCEAU;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;490137;6770991
456108;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;456108;6762807
511902;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;511902;6770614
495821;Ecole primaire Fernand Boutier;ECOLE PRIMAIRE PUBLIQUE;FERNAND BOUTIER;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;495821;6763884
477985;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;477985;6736015
497274;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;497274;6813535
529964;Ecole primaire Jules Verne;ECOLE PRIMAIRE PUBLIQUE;R.P.I.  JULES VERNE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;529964;6783426
450399;Ecole primaire Gambetta;ECOLE PRIMAIRE PUBLIQUE;GAMBETTA;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;450399;6754302
510687;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;HENRI MATISSE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;510687;6781613
491015;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;491015;6811207
512246;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;512246;6761658
489022;Collège Jean Rostand;COLLEGE;JEAN ROSTAND;1;340;COLLEGE;3;;489022;6785831
496336;Collège Alfred de Musset;COLLEGE;ALFRED DE MUSSET;1;340;COLLEGE;3;;496336;6750908
510824;Collège Paul Chevallier;COLLEGE;PAUL CHEVALLIER;1;340;COLLEGE;3;;510824;6754703
464768;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;1;101;ECOLE MATERNELLE;1;;464768;6770743
511576;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;JOEL SADELER;1;101;ECOLE MATERNELLE;1;;511576;6800091
492453;Ecole maternelle Arthur Rimbaud;ECOLE MATERNELLE PUBLIQUE;ARTHUR RIMBAUD;1;101;ECOLE MATERNELLE;1;;492453;6769420
493251;Ecole maternelle Petit Louvre;ECOLE MATERNELLE PUBLIQUE;PETIT LOUVRE;1;101;ECOLE MATERNELLE;1;;493251;6769723
493707;Ecole primaire Epau;ECOLE PRIMAIRE PUBLIQUE;EPAU;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;493707;6769464
492453;Ecole primaire Eluard-Sablonnière;ECOLE PRIMAIRE PUBLIQUE;ELUARD/SABLONNIERE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;492453;6769420
487826;Ecole primaire Lyautey;ECOLE PRIMAIRE PUBLIQUE;GROUPE SCOLAIRE LYAUTEY;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;487826;6766584
518977;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;GUSTAVE BILLARD;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;518977;6771434
460772;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;460772;6753813
500808;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;500808;6760498
464857;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;464857;6771031
497348;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;VICTOR HUGO;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;497348;6740449
494385;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;494385;6785519
506843;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;506843;6762148
497242;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;497242;6768741
475451;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;475451;6784897
523354;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;523354;6768480
489296;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;489296;6786006
491148;Ecole primaire Docteur Calmette;ECOLE PRIMAIRE PUBLIQUE;DOCTEUR CALMETTE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;491148;6766835
513234;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;513234;6737320
501198;Collège Wilbur Wright;COLLEGE;WILBUR WRIGHT;1;340;COLLEGE;3;;501198;6772605
531494;Collège Courtanvaux;COLLEGE;COURTANVAUX;1;340;COLLEGE;3;;531494;6750715
493143;Collège Villaret-Clairefontaine;COLLEGE;VILLARET-CLAIREFONTAINE;1;340;COLLEGE;3;;493143;6771929
493143;Section d'enseignement général et professionnel adapté du Collège Villaret;SEGPA;CLG VILLARET;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;493143;6771929
493090;Section Enseignement Professionnel du Lycée Polyvalent Le Mans Sud;SECTION ENSEIGNT PROFESSIONNEL;LE MANS SUD;1;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;3;;493090;6768291
508736;Collège La Foresterie;COLLEGE;LA FORESTERIE;1;340;COLLEGE;3;;508736;6790225
493090;Lycée polyvalent Le Mans Sud;LYCEE POLYVALENT;LE MANS SUD;1;306;LYCEE POLYVALENT;3;;493090;6768291
496179;Ecole primaire privée Sainte Thérèse-Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINTE THERESE SAINT JOSEPH;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;496179;6757593
515207;Ecole primaire privée Saint Pierre;ECOLE PRIMAIRE PRIVEE;SAINT PIERRE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;515207;6782108
507025;Ecole primaire privée Sainte Adélaide;ECOLE PRIMAIRE PRIVEE;STE ADELAIDE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;507025;6775211
475040;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;475040;6784587
470973;Ecole primaire privée Sainte Thérèse;ECOLE PRIMAIRE PRIVEE;SAINTE THERESE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;470973;6783085
506528;Ecole primaire privée Saint Jean;ECOLE PRIMAIRE PRIVEE;SAINT JEAN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;506528;6736001
521787;Ecole primaire privée Sainte Anne;ECOLE PRIMAIRE PRIVEE;SAINTE ANNE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;521787;6741594
518561;Ecole primaire privée Sainte Marie;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;518561;6739202
508637;Ecole primaire privée Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;508637;6789488
495167;Ecole primaire privée Notre-Dame du Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DU SACRE COEUR;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;495167;6789559
496918;Ecole primaire privée Sainte Jeanne d'Arc;ECOLE PRIMAIRE PRIVEE;SAINTE JEANNE D ARC;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;496918;6819921
492183;Ecole primaire privée Notre-Dame de Sainte Croix;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DE SAINTE CROIX;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;492183;6770237
493064;Ecole primaire privée Saint Martin;ECOLE PRIMAIRE PRIVEE;SAINT MARTIN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;493064;6769617
491319;Ecole maternelle privée Notre-Dame;ECOLE MATERNELLE PRIVEE;NOTRE DAME;1;101;ECOLE MATERNELLE;1;;491319;6770681
492069;Ecole maternelle privée Sainte Marthe;ECOLE MATERNELLE PRIVEE;SAINTE MARTHE;1;101;ECOLE MATERNELLE;1;;492069;6770946
492357;Ecole primaire privée Saint Benoit-Maupertuis;ECOLE PRIMAIRE PRIVEE;ST BENOIT MAUPERTUIS;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;492357;6769871
486750;Ecole primaire privée Saint Joseph-Lorraine;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH LORRAINE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;486750;6768849
492001;Ecole primaire privée Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;492001;6767940
491358;Ecole primaire privée Sainte Thérèse;ECOLE PRIMAIRE PRIVEE;SAINTE THERESE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;491358;6767417
492319;Ecole primaire privée Saint Aldric-Notre-Dame de Paix;ECOLE PRIMAIRE PRIVEE;ST ALDRIC NOTRE DAME DE PAIX;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;492319;6771737
491562;Ecole primaire privée Psallette Saint Vincent;ECOLE PRIMAIRE PRIVEE;PSALLETTE SAINT VINCENT;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;491562;6771994
490769;Ecole primaire privée Saint Louis;ECOLE PRIMAIRE PRIVEE;SAINT LOUIS;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;490769;6770385
489763;Ecole primaire privée Saint Lazare;ECOLE PRIMAIRE PRIVEE;SAINT LAZARE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;489763;6770120
490775;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;490775;6770040
491497;Ecole primaire privée Saint Julien;ECOLE PRIMAIRE PRIVEE;SAINT JULIEN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;491497;6770993
490362;Ecole primaire privée Notre-Dame du Pré Saint Pavin;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DU PRE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;490362;6771563
489906;Ecole primaire privée Saint Pavin;ECOLE PRIMAIRE PRIVEE;SAINT PAVIN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;489906;6771323
490198;Ecole primaire privée Saint Liboire;ECOLE PRIMAIRE PRIVEE;SAINT LIBOIRE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;490198;6772270
496498;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;496498;6771610
498992;Ecole primaire privée Saint Germain;ECOLE PRIMAIRE PRIVEE;ST GERMAIN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;498992;6778299
494338;Ecole primaire privée Notre-Dame;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;494338;6773864
513386;Ecole primaire privée Sainte Anne;ECOLE PRIMAIRE PRIVEE;SAINTE ANNE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;513386;6776145
482179;Ecole primaire privée Sainte Jeanne d'Arc;ECOLE PRIMAIRE PRIVEE;SAINTE JEANNE D ARC;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;482179;6773522
487731;Ecole primaire privée Sainte Thérèse;ECOLE PRIMAIRE PRIVEE;SAINTE THERESE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;487731;6766929
483963;Ecole primaire privée Saint Michel des Perrais;ECOLE PRIMAIRE PRIVEE;SAINT MICHEL DES PERRAIS;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;483963;6753605
486851;Ecole primaire privée Sainte Thérèse;ECOLE PRIMAIRE PRIVEE;SAINTE THERESE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;486851;6795801
488841;Ecole primaire privée Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;488841;6796367
505244;Ecole primaire privée Saint Paul-Saint Joseph;ECOLE PRIMAIRE PRIVEE;ST PAUL-ST JOSEPH;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;505244;6808700
492469;Ecole primaire privée Sainte Anne-Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINTE ANNE SAINT JOSEPH;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;492469;6756719
496009;Ecole primaire privée Saint Martin;ECOLE PRIMAIRE PRIVEE;SAINT MARTIN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;496009;6750934
525941;Ecole primaire privée Saint Jean;ECOLE PRIMAIRE PRIVEE;SAINT JEAN-NOTRE DAME;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;525941;6789598
462143;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;462143;6736776
469273;Ecole primaire privée Sainte Colombe;ECOLE PRIMAIRE PRIVEE;SAINTE COLOMBE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;469273;6736761
469064;Ecole primaire privée Sacré-C¿ur-Saint Jacques;ECOLE PRIMAIRE PRIVEE;SACRE COEUR ST JACQUES;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;469064;6737768
479005;Ecole primaire privée Notre-Dame-Saint Joseph;ECOLE PRIMAIRE PRIVEE;NOTRE DAME SAINT JOSEPH;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;479005;6801856
471395;Ecole primaire privée Saint Joseph-Sainte Marie;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH STE MARIE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;471395;6766989
486504;Ecole primaire privée Sainte Anne Notre-Dame;ECOLE PRIMAIRE PRIVEE;SAINTE ANNE NOTRE DAME;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;486504;6731276
464666;Ecole primaire privée Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;464666;6770609
458553;Ecole primaire privée Notre-Dame;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;458553;6767996
500614;Ecole primaire privée Notre-Dame;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;500614;6798244
495875;Ecole primaire privée Notre-Dame de Bonneval;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DE BONNEVAL;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;495875;6743220
