numero_uai;appellation;denomination;patronyme;etat_etabl;nature_uai;lib_nature;sous_fic;field_11;Coord_X;Coord_Y
495259;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;495259;6735659
449679;Ecole primaire privée Saint Charles;ECOLE PRIMAIRE PRIVEE;SAINT CHARLES;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;449679;6761177
460804;Ecole primaire privée Notre-Dame Saint Joseph;ECOLE PRIMAIRE PRIVEE;NOTRE DAME ST JOSEPH;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;460804;6754154
451060;Ecole primaire privée Saint Joseph-Saint Jean;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH SAINT JEAN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;451060;6745880
451111;Ecole primaire privée Saint Vincent-Sainte Anne;ECOLE PRIMAIRE PRIVEE;ST VINCENT STE ANNE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;451111;6753741
454538;Ecole primaire privée Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;454538;6756647
450739;Ecole primaire privée Saint Paul;ECOLE PRIMAIRE PRIVEE;SAINT PAUL;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;450739;6742005
531649;Ecole primaire privée Sainte Marie;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;531649;6759727
467558;Ecole primaire privée Saint Joseph-Saint Coeur de Marie;ECOLE PRIMAIRE PRIVEE;ST JOSEPH ST COEUR DE MARIE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;467558;6791796
485334;Ecole primaire privée Saint Charles;ECOLE PRIMAIRE PRIVEE;SAINT CHARLES;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;485334;6759216
480866;Ecole primaire privée Notre-Dame-Saint Martin;ECOLE PRIMAIRE PRIVEE;NOTRE DAME SAINT MARTIN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;480866;6759117
477863;Ecole primaire privée Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;477863;6758608
468262;Ecole primaire privée Notre-Dame du Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DU SACRE COEUR;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;468262;6756913
469115;Ecole primaire privée Sainte Thérèse;ECOLE PRIMAIRE PRIVEE;SAINTE THERESE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;469115;6750391
505136;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;505136;6808707
510557;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;1;101;ECOLE MATERNELLE;1;;510557;6754657
473914;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;473914;6739658
494578;Ecole primaire Flora Tristan;ECOLE PRIMAIRE PUBLIQUE;FLORA TRISTAN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;494578;6761217
488307;Ecole maternelle Massenet;ECOLE MATERNELLE PUBLIQUE;MASSENET;1;101;ECOLE MATERNELLE;1;;488307;6767004
490655;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;1;101;ECOLE MATERNELLE;1;;490655;6758871
494328;Ecole maternelle Maurice Genevoix;ECOLE MATERNELLE PUBLIQUE;MAURICE GENEVOIX;1;101;ECOLE MATERNELLE;1;;494328;6773967
488134;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;RUE DES HORTENSIAS;1;101;ECOLE MATERNELLE;1;;488134;6781404
449940;Ecole maternelle Gai Levant;ECOLE MATERNELLE PUBLIQUE;GAI LEVANT;1;101;ECOLE MATERNELLE;1;;449940;6753857
517020;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;LOUISE MICHEL;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;517020;6740996
486665;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;486665;6777582
510594;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;510594;6754668
478771;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;RPI;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;478771;6782458
520466;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;520466;6776937
521231;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;521231;6794098
498197;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;498197;6733323
449873;Ecole primaire Maurice Cantin;ECOLE PRIMAIRE PUBLIQUE;MAURICE CANTIN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;449873;6761616
495086;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;RUE DU PROFESSEUR ARNOULT;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;495086;6735809
484234;Ecole primaire Jacques-Yves Cousteau;ECOLE PRIMAIRE PUBLIQUE;J.Y. COUSTEAU;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;484234;6769957
514721;Ecole primaire;ECOLE MATERNELLE PUBLIQUE;R.P.I.;1;101;ECOLE MATERNELLE;1;;514721;6747968
488119;Collège Le Marin;COLLEGE;LE MARIN;1;340;COLLEGE;3;;488119;6766426
496677;Collège Pasteur;COLLEGE;PASTEUR;1;340;COLLEGE;3;;496677;6771787
485880;Collège Les Quatre-Vents;COLLEGE;LES QUATRE-VENTS;1;340;COLLEGE;3;;485880;6730999
501198;Ecole primaire Jacques Prévert;ECOLE PRIMAIRE PUBLIQUE;JACQUES PREVERT;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;501198;6772605
500973;Ecole primaire Louise Michel;ECOLE PRIMAIRE PUBLIQUE;LOUISE MICHEL;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;500973;6772671
493389;Ecole primaire Georges Lapierre;ECOLE PRIMAIRE PUBLIQUE;LAPIERRE-PERGAUD;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;493389;6767792
477593;Ecole primaire La Renardière;ECOLE PRIMAIRE PUBLIQUE;LA RENARDIERE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;477593;6758525
491317;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;CLAIRE FONTAINE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;491317;6751779
492816;Ecole primaire Louis Blériot 2;ECOLE PRIMAIRE PUBLIQUE;LOUIS BLERIOT GROUPE 2;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;492816;6766685
493009;Ecole primaire Villaret;ECOLE PRIMAIRE PUBLIQUE;VILLARET;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;493009;6771895
495903;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;1;101;ECOLE MATERNELLE;1;;495903;6763952
498197;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;1;101;ECOLE MATERNELLE;1;;498197;6733323
524917;Ecole maternelle Victor Hugo;ECOLE MATERNELLE PUBLIQUE;VICTOR HUGO;1;101;ECOLE MATERNELLE;1;;524917;6789933
467804;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;467804;6791790
506250;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;506250;6784697
486566;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;1;101;ECOLE MATERNELLE;1;;486566;6777575
503080;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.  NOTRE PETIT MONDE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;503080;6789181
481660;Ecole primaire Groupe1;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;481660;6751721
487776;Ecole maternelle Lyautey;ECOLE MATERNELLE PUBLIQUE;LYAUTEY;1;101;ECOLE MATERNELLE;1;;487776;6767163
491353;Ecole primaire Pierre de Ronsard;ECOLE PRIMAIRE PUBLIQUE;PIERRE DE RONSARD;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;491353;6770129
471195;Ecole primaire;ECOLE MATERNELLE PUBLIQUE;R.P.I.;1;101;ECOLE MATERNELLE;1;;471195;6783132
463861;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;463861;6742939
513650;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;513650;6740803
492798;Ecole primaire Louis Blériot 1;ECOLE PRIMAIRE PUBLIQUE;LOUIS BLERIOT GROUPE 1;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;492798;6766668
504081;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;504081;6786192
496107;Collège privé Saint Joseph;COLLEGE PRIVE;ST JOSEPH;1;340;COLLEGE;3;;496107;6756515
492992;Collège Les Sources;COLLEGE;LES SOURCES;1;340;COLLEGE;3;;492992;6766983
468814;Collège Marcel Pagnol;COLLEGE;MARCEL PAGNOL;1;340;COLLEGE;3;;468814;6751019
487050;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;1;101;ECOLE MATERNELLE;1;;487050;6750458
492988;Ecole maternelle Villaret;ECOLE MATERNELLE PUBLIQUE;VILLARET;1;101;ECOLE MATERNELLE;1;;492988;6771890
531867;Ecole maternelle Charles Perrault;ECOLE MATERNELLE PUBLIQUE;CHARLES PERRAULT;1;101;ECOLE MATERNELLE;1;;531867;6760431
488663;Ecole maternelle Montaigu;ECOLE MATERNELLE PUBLIQUE;MONTAIGU;1;101;ECOLE MATERNELLE;1;;488663;6769415
512023;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I. 24 RUE EDMOND CHARLOT;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;512023;6750158
528021;Ecole maternelle Les P'tits Loups;ECOLE MATERNELLE PUBLIQUE;R.P.I. LES P'TITS LOUPS;1;101;ECOLE MATERNELLE;1;;528021;6745826
469172;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;BERNARD PALISSY;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;469172;6750450
489045;Ecole primaire Paul Langevin;ECOLE PRIMAIRE PUBLIQUE;PAUL LANGEVIN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;489045;6765485
468567;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;PIERRE ET MARIE CURIE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;468567;6757107
484252;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;484252;6809495
505638;Ecole primaire Jules Verne;ECOLE PRIMAIRE PUBLIQUE;VERNE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;505638;6808061
494743;Collège Bollée;COLLEGE;BOLLEE;1;340;COLLEGE;3;;494743;6760109
486553;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;486553;6790461
487270;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;487270;6746675
505162;Ecole maternelle Jeux Brillants;ECOLE MATERNELLE PUBLIQUE;JEUX BRILLANTS;1;101;ECOLE MATERNELLE;1;;505162;6809147
498889;Ecole maternelle Pomme d'Api;ECOLE MATERNELLE PUBLIQUE;POMME D API;1;101;ECOLE MATERNELLE;1;;498889;6778276
468459;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;1;101;ECOLE MATERNELLE;1;;468459;6756989
488542;Ecole maternelle Paul Langevin;ECOLE MATERNELLE PUBLIQUE;PAUL LANGEVIN;1;101;ECOLE MATERNELLE;1;;488542;6765344
481445;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;LES LUTINS;1;101;ECOLE MATERNELLE;1;;481445;6751621
483562;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;TROMPE SOURIS;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;483562;6767555
501823;Lycée professionnel privé Saint Martin;LYCEE PROFESSIONNEL PRIVE;ST MARTIN;1;320;LYCEE PROFESSIONNEL;3;;501823;6731409
488263;Ecole secondaire professionnelle privée Association Formation Personnel;ECOLE 2D DEGRE PROF.PRIVEE;AFPI PAYS DE LA LOIRE;1;320;LYCEE PROFESSIONNEL;3;;488263;6771954
533033;Lycée professionnel Jean Rondeau;LP LYCEE DES METIERS;JEAN RONDEAU;1;320;LYCEE PROFESSIONNEL;3;;533033;6761354
505996;Section d'enseignement général et professionnel adapté du Collège de Bercé;SEGPA;CLG DE BERCE;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;505996;6736355
469863;Section d'enseignement général et professionnel adapté du Collège Petit Versailles;SEGPA;CLG PETIT VERSAILLES;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;469863;6737953
489580;Collège Jacques Prévert;COLLEGE;JACQUES PREVERT;1;340;COLLEGE;3;;489580;6743003
513716;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;513716;6795944
507895;Ecole primaire Brossard;ECOLE PRIMAIRE PUBLIQUE;R.P.I. BROSSARD;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;507895;6751497
462224;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;462224;6789214
469319;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;LES QUATRE SAISONS;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;469319;6798551
536099;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;R.P.I.;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;536099;6779914
524777;Ecole maternelle Jacques Prévert;ECOLE MATERNELLE PUBLIQUE;J. PREVERT;1;101;ECOLE MATERNELLE;1;;524777;6789675
487407;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;LES PETITS PAS;1;101;ECOLE MATERNELLE;1;;487407;6761819
481062;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;1;101;ECOLE MATERNELLE;1;;481062;6759229
488663;Ecole primaire Montaigu;ECOLE PRIMAIRE PUBLIQUE;MONTAIGU;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;488663;6769415
491375;Collège Berthelot;COLLEGE;BERTHELOT;1;340;COLLEGE;3;;491375;6770568
524670;Collège Georges Desnos;COLLEGE;GEORGES DESNOS;1;340;COLLEGE;3;;524670;6790319
468395;Collège Paul Scarron;COLLEGE;PAUL SCARRON;1;340;COLLEGE;3;;468395;6792640
468480;Ecole maternelle André Fertre;ECOLE MATERNELLE PUBLIQUE;ANDRE FERTRE;1;101;ECOLE MATERNELLE;1;;468480;6738022
458478;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;CLAUDE CHAPPE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;458478;6768083
474300;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;LES P'TITS LOUPS;1;101;ECOLE MATERNELLE;1;;474300;6751731
451882;Ecole primaire Le Pré;ECOLE PRIMAIRE PUBLIQUE;LE PRE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;451882;6752844
493516;Ecole primaire Gazonfier;ECOLE PRIMAIRE PUBLIQUE;GAZONFIER;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;493516;6770236
469114;Ecole primaire André Fertre;ECOLE PRIMAIRE PUBLIQUE;ANDRE FERTRE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;469114;6737809
493516;Ecole maternelle Casanova;ECOLE MATERNELLE PUBLIQUE;CASANOVA;1;101;ECOLE MATERNELLE;1;;493516;6770236
479289;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;479289;6810280
498377;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;SAINT EXUPERY;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;498377;6802289
494701;Ecole primaire Paul Cézanne;ECOLE PRIMAIRE PUBLIQUE;PAUL CEZANNE;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;494701;6760577
491017;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;491017;6778557
457597;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;LES TILLEULS;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;457597;6751563
462179;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;462179;6736829
491993;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;ROLAND DERET;1;101;ECOLE MATERNELLE;1;;491993;6756449
467407;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;FRANCOIS DEFORGE;1;101;ECOLE MATERNELLE;1;;467407;6791746
517173;Section d'enseignement général et professionnel adapté du Collège Appolinaire;SEGPA;CLG APOLLINAIRE;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;517173;6766371
524670;Section d'enseignement général et professionnel adapté du Collège Georges Desnos;SEGPA;CLG GEORGES DESNOS;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;524670;6790319
506319;Ecole maternelle Laurentine Proust;ECOLE MATERNELLE PUBLIQUE;LAURENTINE PROUST;1;101;ECOLE MATERNELLE;1;;506319;6734891
477454;Ecole primaire Les Chataîgniers;ECOLE PRIMAIRE PUBLIQUE;LES CHATAIGNIERS;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;477454;6758332
469046;Collège privé Notre-Dame;COLLEGE PRIVE;NOTRE DAME;1;340;COLLEGE;3;;469046;6737862
483797;Collège privé Saint Michel des Perrais;COLLEGE PRIVE;ST MICHEL DES PERRAIS;1;340;COLLEGE;3;;483797;6753586
450482;Collège privé Sainte Anne;COLLEGE PRIVE;STE ANNE;1;340;COLLEGE;3;;450482;6754303
503259;Section d'enseignement général et professionnel adapté du Collège Louis Cordelet;SEGPA;CLG LOUIS CORDELET;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;503259;6762533
496336;Section d'enseignement général et professionnel adapté du Collège Alfred de Musset;SEGPA;CLG ALFRED DE MUSSET;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;496336;6750908
494949;Section d'enseignement général et professionnel adapté du Collège Ballon;SEGPA;CLG BALLON;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;494949;6789521
487857;Ecole maternelle Marie Curie;ECOLE MATERNELLE PUBLIQUE;MARIE CURIE;1;101;ECOLE MATERNELLE;1;;487857;6766750
482617;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;RUE DE VOIVRES;1;101;ECOLE MATERNELLE;1;;482617;6765618
488919;Ecole maternelle Le Petit Monde;ECOLE MATERNELLE PUBLIQUE;LE PETIT MONDE;1;101;ECOLE MATERNELLE;1;;488919;6776923
470481;Ecole primaire Jules Ferry;ECOLE PRIMAIRE PUBLIQUE;JULES FERRY;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;470481;6738006
475549;Section d'enseignement général et professionnel adapté du Collège André Pioger;SEGPA;CLG ANDRE PIOGER;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;475549;6785095
504647;Section d'enseignement général et professionnel adapté du Collège Mauboussin;SEGPA;CLG MAUBOUSSIN;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;504647;6808660
492312;Ecole maternelle Eugénie Cotton;ECOLE MATERNELLE PUBLIQUE;EUGENIE COTTON;1;101;ECOLE MATERNELLE;1;;492312;6767040
497589;Collège Jacques Peletier;COLLEGE;JACQUES PELETIER;1;340;COLLEGE;3;;497589;6768096
486750;Lycée polyvalent privé Saint Joseph Lorraine;LYCEE POLYVALENT PRIVE;ST JOSEPH LORRAINE;1;306;LYCEE POLYVALENT;3;;486750;6768849
481558;Collège Pierre Belon;COLLEGE;PIERRE BELON;1;340;COLLEGE;3;;481558;6751512
491001;Lycée général et technologique Marguerite Yourcenar;LYCEE GENERAL ET TECHNOLOGIQUE;MARGUERITE YOURCENAR;1;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;3;;491001;6769538
493858;Ecole maternelle Henri Wallon;ECOLE MATERNELLE PUBLIQUE;HENRI WALLON;1;101;ECOLE MATERNELLE;1;;493858;6769912
492196;Ecole secondaire professionnelle privée Coiffure Esthétique Espace Bel Air;ECOLE 2D DEGRE PROF.PRIVEE;COIFFURE ESTHET ESPACE BEL AIR;1;320;LYCEE PROFESSIONNEL;3;;492196;6767513
487911;ITEMM - INSTITUT TECHNOLOGIQUE EUROPEEN DES METIERS DE LA MUSIQUE;ECOLE 2D DEGRE PROF.PRIVEE;METIERS DE LA MUSIQUE;1;320;LYCEE PROFESSIONNEL;3;;487911;6772150
488584;Lycée général et technologique André Malraux;LYCEE GENERAL ET TECHNOLOGIQUE;ANDRE MALRAUX;1;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;3;;488584;6765529
525140;Lycée général privé Saint Paul - Notre-Dame;LYCEE GENERAL PRIVE;ST PAUL-NOTRE DAME;1;302;LYCEE D ENSEIGNEMENT GENERAL;3;;525140;6790117
489711;Section d'enseignement professionnel du Lycée polyvalent privé Sainte Catherine;SECTION ENSEIGT PROFES.PRIVEE;LPO STE CATHERINE;1;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;3;;489711;6772822
486750;Section d'enseignement professionnel du Lycée polyvalent privé Saint Joseph;SECTION ENSEIGT PROFES.PRIVEE;LPO ST JOSEPH LORRAINE;1;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;3;;486750;6768849
450482;Section d'enseignement professionnel du Lycée polyvalent privé Sainte Anne;SECTION ENSEIGT PROFES.PRIVEE;LPO STE ANNE;1;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;3;;450482;6754303
450657;Ecole primaire privée Saint Martin;ECOLE ELEMENTAIRE PRIVEE;SAINT MARTIN;1;151;ECOLE DE NIVEAU ELEMENTAIRE;1;;450657;6751872
491768;Collège expérimental Anne Frank;COLLEGE;ANNE FRANK;1;340;COLLEGE;3;;491768;6766829
501823;Collège privé Saint Martin;COLLEGE PRIVE;ST MARTIN;1;340;COLLEGE;3;;501823;6731409
493533;Ecole Technique Privée Sarth'Esthétique Formations LE MANS;ECOLE 2D DEGRE PROF.PRIVEE;SARTH'ESTHETIQUE FORMATIONS;1;320;LYCEE PROFESSIONNEL;3;;493533;6768327
490580;Beauté Coiffure Formation Sarthe;ECOLE 2D DEGRE PROF.PRIVEE;BEAUTE COIFFURE FORMATION SART;1;320;LYCEE PROFESSIONNEL;3;;490580;6771079
486851;Collège privé Ste Thérèse St Joseph;COLLEGE PRIVE;STE THERESE ST JOSEPH;1;340;COLLEGE;3;;486851;6795801
505244;college notre dame - st paul mamers;COLLEGE PRIVE;NOTRE DAME - ST PAUL;1;340;COLLEGE;3;;505244;6808700
486655;Section d'Enseignement Général et Professionnel Adapté du Clg St Joseph Lorraine;SEGPA PRIVEE CLG ST J LORRAINE;CLG ST JOSEPH LORRAINE;1;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;3;;486655;6768641
