CODGEO,REG,DEP,ARR,CV,ZE2010,LIBGEO,P09_ACTOCC15P,P09_SAL15P,P09_NSAL15P,P09_ACTOCC15P_TP,P09_SAL15P_TP,P09_HSAL15P_TP,P09_FSAL15P_TP,P09_NSAL15P_TP,P99_ACTOCC15P,P99_HSAL15P,P99_HSAL15P_TP,P99_FSAL15P,P99_FSAL15P_TP,P09_HACTOCC15P,P09_HSAL15P,P09_HSAL15P_CDI,P09_HSAL15P_CDD,P09_HSAL15P_INTERIM,P09_HSAL15P_EMPAID,P09_HSAL15P_APPR,P09_HNSAL15P,P09_HNSAL15P_INDEP,P09_HNSAL15P_EMPLOY,P09_HNSAL15P_AIDFAM,P09_FACTOCC15P,P09_FSAL15P,P09_FSAL15P_CDI,P09_FSAL15P_CDD,P09_FSAL15P_INTERIM,P09_FSAL15P_EMPAID,P09_FSAL15P_APPR,P09_FNSAL15P,P09_FNSAL15P_INDEP,P09_FNSAL15P_EMPLOY,P09_FNSAL15P_AIDFAM,P09_HSAL1564,P09_HSAL1524,P09_HSAL2554,P09_HSAL5564,P09_HSAL1564_TP,P09_HSAL1524_TP,P09_HSAL2554_TP,P09_HSAL5564_TP,P09_FSAL1564,P09_FSAL1524,P09_FSAL2554,P09_FSAL5564,P09_FSAL1564_TP,P09_FSAL1524_TP,P09_FSAL2554_TP,P09_FSAL5564_TP,P09_ACTOCC15P_ILT1,P09_ACTOCC15P_ILT2P,P09_ACTOCC15P_ILT2,P09_ACTOCC15P_ILT3,P09_ACTOCC15P_ILT4,P09_ACTOCC15P_ILT5,P99_ACTOCC15P_ILT1,P99_ACTOCC15P_ILT2P,P99_ACTOCC15P_ILT2,P99_ACTOCC15P_ILT3,P99_ACTOCC15P_ILT4,P99_ACTOCC15P_ILT5
72308,52,72,722,7229,0051,Saint-Paterne,721,649,72,91,85,5,80,6,667,300,14,301,105,401,351,263,14,2,0,72,50,12,37,1,320,298,250,23,4,1,20,22,11,10,1,346,90,218,38,5,3,1,1,297,36,227,34,79,8,66,5,109,612,79,8,525,0,89,578,55,3,518,2
72309,52,72,722,7212,0051,Saint-Paul-le-Gaultier,122,95,27,16,16,6,10,0,95,39,5,27,13,74,58,54,2,1,0,1,16,12,4,0,48,37,33,3,0,0,1,11,9,2,0,58,9,45,4,6,2,4,0,37,2,33,2,10,0,10,0,32,90,50,17,23,0,37,58,22,15,21,0
72310,52,72,723,7238,5213,Saint-Pavace,824,720,104,149,145,23,122,4,799,374,24,330,125,428,347,317,13,6,0,11,81,20,61,1,396,373,338,30,2,2,2,23,9,13,1,347,34,239,73,23,12,9,2,372,18,280,74,122,8,94,20,84,740,694,6,37,3,64,735,689,5,40,1
72311,52,72,721,7207,5212,Saint-Pierre-de-Chevillé,148,125,23,20,18,4,14,2,127,50,2,49,22,91,77,62,8,3,0,4,14,8,6,0,57,48,37,11,0,0,0,9,5,4,0,77,10,59,8,4,0,2,2,47,3,39,5,14,3,10,1,33,115,67,0,48,0,46,81,52,1,27,1
72312,52,72,721,7205,5213,Saint-Pierre-des-Bois,90,85,5,14,14,4,10,0,58,21,2,19,7,50,46,37,2,3,0,4,4,2,2,0,39,38,32,4,0,2,0,1,0,1,0,46,7,36,3,4,2,0,2,38,5,30,3,10,2,7,1,9,81,78,2,1,0,22,36,36,0,0,0
72313,52,72,722,7218,5213,Saint-Pierre-des-Ormes,106,90,16,15,15,1,14,0,105,44,3,43,17,55,44,41,1,1,0,1,11,4,7,0,51,46,39,7,0,0,0,5,3,2,0,44,5,37,2,1,1,0,0,46,3,39,4,14,0,14,0,18,88,71,0,17,0,15,90,78,2,10,0
72314,52,72,721,7213,5213,Saint-Pierre-du-Lorouër,147,113,33,33,27,5,22,6,119,49,3,38,13,82,61,54,3,2,1,1,21,17,4,0,65,53,45,5,2,0,1,12,7,5,0,61,3,57,1,5,0,5,0,53,4,48,1,22,0,21,1,40,106,98,0,8,0,45,74,68,0,6,0
72315,52,72,722,7230,5213,Saint-Rémy-de-Sillé,320,285,35,71,68,18,50,3,292,130,7,113,52,177,153,130,14,5,3,1,24,12,12,0,143,132,101,22,2,2,5,11,6,4,1,153,18,121,14,18,0,15,3,132,19,102,11,50,8,36,6,47,273,226,39,8,0,64,228,208,17,3,0
72316,52,72,722,7218,5213,Saint-Rémy-des-Monts,274,231,43,42,37,5,32,5,268,114,4,110,29,142,113,101,8,1,0,3,29,16,13,0,132,118,103,9,5,0,1,14,6,7,1,113,11,85,17,5,0,3,2,118,5,96,17,32,2,23,7,39,235,187,1,46,0,50,218,179,4,35,0
72317,52,72,722,7218,0051,Saint-Rémy-du-Val,234,186,48,40,36,4,32,4,189,72,3,74,27,122,87,72,3,7,0,5,35,17,17,0,112,99,79,14,2,0,3,13,10,3,0,87,12,71,4,4,2,2,0,99,11,74,13,32,2,25,4,54,180,104,1,75,0,49,140,101,0,39,0
72318,52,72,722,7211,0051,Saint-Rigomer-des-Bois,197,167,30,42,41,11,30,1,202,86,4,73,22,108,85,74,3,4,0,4,22,9,13,0,89,81,72,7,0,1,1,8,6,2,0,84,14,62,8,11,5,6,0,81,8,64,9,30,3,24,3,25,172,40,0,132,0,41,161,36,0,124,1
72319,52,72,722,7208,5213,Sainte-Sabine-sur-Longève,330,289,41,50,47,6,41,3,226,103,5,85,34,176,149,140,3,2,0,4,27,19,8,0,154,140,122,12,4,0,2,14,10,2,2,148,9,121,18,6,2,3,1,137,10,116,11,38,3,32,3,57,273,255,7,11,0,55,171,167,1,3,0
72320,52,72,723,7234,5213,Saint-Saturnin,1079,974,105,174,165,17,148,9,909,438,18,386,136,595,525,445,39,7,0,34,70,18,52,0,484,449,388,43,7,0,11,35,18,16,1,517,53,407,57,17,6,8,3,448,30,369,49,148,11,122,15,196,883,837,13,33,0,163,746,700,10,35,1
72321,52,72,722,7208,5213,Saint-Symphorien,269,232,37,55,51,13,38,4,210,106,10,58,26,150,126,108,10,2,2,4,24,17,6,1,119,106,83,19,2,1,1,13,7,3,3,126,15,105,6,13,4,7,2,105,7,89,9,38,1,31,6,74,195,172,13,10,0,87,123,108,6,8,1
72322,52,72,722,7225,5211,Saint-Ulphace,96,69,27,12,9,0,9,3,85,24,2,27,12,54,34,30,1,0,0,3,20,10,11,0,42,35,34,1,0,0,1,7,6,0,1,34,7,25,2,0,0,0,0,35,4,29,2,9,1,8,0,30,66,31,0,35,0,38,47,24,0,23,0
72323,52,72,722,7212,0051,Saint-Victeur,181,159,22,28,26,2,24,3,122,60,4,48,23,90,77,69,5,2,0,2,13,3,10,0,91,82,69,5,5,0,3,9,4,5,0,77,5,66,5,2,0,2,0,82,11,65,6,24,2,21,1,18,163,93,4,66,0,21,101,62,1,38,0
72324,52,72,722,7218,5213,Saint-Vincent-des-Prés,203,172,32,32,30,7,23,2,154,69,5,64,25,115,89,77,8,2,0,2,27,21,6,0,88,83,71,7,2,2,1,5,3,2,0,89,14,68,7,7,3,3,1,83,9,67,7,23,4,17,2,33,171,154,0,16,1,36,118,95,0,22,1
72325,52,72,721,7213,5213,Saint-Vincent-du-Lorouër,337,273,64,66,60,11,49,6,277,116,3,91,42,183,137,117,12,3,0,5,46,29,17,0,154,136,116,15,0,0,5,18,12,3,3,137,15,110,12,11,4,6,1,136,11,116,9,49,5,41,3,104,233,215,2,16,0,109,168,147,1,19,1
72326,52,72,722,7218,5213,Saosnes,93,82,11,10,10,2,9,0,83,38,3,29,7,50,42,37,2,1,0,2,8,3,5,0,44,40,35,2,2,0,1,4,1,3,0,42,5,33,4,2,2,0,0,40,3,33,4,9,1,8,0,10,84,64,2,18,0,16,67,55,1,11,0
72327,52,72,721,7223,5212,Sarcé,122,86,36,33,27,13,15,6,106,40,4,37,14,66,45,33,7,0,0,5,21,12,9,1,56,42,34,7,0,0,1,15,7,8,0,45,5,34,6,13,4,7,2,42,2,36,4,15,2,10,3,33,89,81,1,7,0,34,72,67,0,5,0
72328,52,72,723,7237,5213,Sargé-lès-le-Mans,1516,1372,145,278,265,35,230,13,1507,727,35,666,248,768,677,605,34,12,4,22,91,26,64,0,749,695,620,53,4,6,11,54,29,23,2,675,56,530,90,34,12,14,7,691,38,544,110,227,20,184,22,191,1325,1235,21,68,0,171,1336,1285,12,39,0
72329,52,72,723,7237,5213,Savigné-l'Évêque,1924,1773,152,342,326,27,300,16,1689,842,39,697,272,1004,906,816,37,23,5,25,97,35,60,2,921,866,744,98,10,6,9,54,22,32,0,904,100,709,95,27,8,16,3,862,74,695,93,297,26,228,43,360,1565,1506,10,48,0,369,1320,1262,13,43,2
72330,52,72,721,7216,5212,Savigné-sous-le-Lude,187,142,45,28,23,3,20,5,181,78,6,60,21,107,79,66,6,3,0,4,28,19,10,0,80,63,47,13,1,0,3,17,13,1,3,79,14,59,6,3,1,1,1,63,8,50,6,20,4,14,3,49,138,98,20,18,2,55,126,96,18,12,0
72331,52,72,722,7232,5211,Sceaux-sur-Huisne,275,244,31,30,28,2,26,2,247,110,1,101,23,150,127,113,4,7,0,3,22,11,11,0,125,116,95,10,9,0,2,9,8,1,0,127,14,110,3,2,1,1,0,116,18,94,4,26,6,19,1,69,206,193,1,12,0,94,153,132,3,18,0
72332,52,72,722,7202,5213,Ségrie,268,229,39,42,39,3,36,3,196,81,3,65,24,146,122,105,5,5,0,7,24,16,8,0,122,107,84,16,2,1,4,15,10,5,0,121,22,91,8,3,1,1,1,107,20,77,10,36,8,23,5,59,209,187,7,14,1,71,125,105,7,13,0
72333,52,72,722,7233,5211,Semur-en-Vallon,190,178,11,36,35,6,29,1,187,97,6,69,21,101,93,86,0,4,1,2,8,0,8,0,89,86,72,9,2,1,1,3,1,2,0,93,11,72,9,6,3,2,1,86,5,73,7,29,0,25,3,60,129,117,0,12,0,113,74,63,0,11,0
72334,52,72,722,7230,5213,Sillé-le-Guillaume,739,655,84,156,150,30,120,6,854,386,38,356,123,395,342,281,33,11,2,15,53,21,31,1,344,313,254,42,2,6,9,31,14,16,1,342,46,267,29,30,14,12,4,312,26,256,30,119,7,96,16,403,336,248,70,17,1,562,292,181,85,25,1
72335,52,72,722,7224,5213,Sillé-le-Philippe,527,476,52,79,74,7,67,5,373,178,7,140,56,270,237,218,8,4,0,7,32,14,17,1,258,238,208,23,3,2,2,19,11,7,1,237,21,207,9,7,2,4,1,238,15,200,23,67,3,58,6,82,445,424,4,17,0,69,304,294,1,9,0
72336,52,72,721,7227,5214,Solesmes,490,424,66,79,69,11,58,10,582,218,5,202,73,255,216,185,14,7,1,9,39,11,28,0,235,208,180,24,1,1,2,27,13,10,4,214,22,167,25,11,2,5,4,208,11,175,22,58,4,49,5,114,376,334,29,13,0,191,391,344,37,9,1
72337,52,72,722,7212,0051,Sougé-le-Ganelon,333,290,43,47,46,10,36,1,309,140,10,114,37,171,141,123,6,3,0,8,30,23,7,0,163,149,123,15,5,0,5,13,10,3,0,141,16,114,10,10,5,4,1,149,14,122,12,36,1,33,2,131,203,94,12,97,0,159,150,81,10,59,0
72338,52,72,723,7201,5213,Souillé,321,295,26,44,42,3,39,2,176,86,6,72,26,166,150,137,2,5,0,6,16,4,12,0,155,145,129,11,3,1,1,10,5,5,0,150,16,124,10,3,0,2,1,144,10,122,12,39,4,31,4,29,292,283,2,7,0,20,156,155,1,0,0
72339,52,72,721,7231,5213,Souligné-Flacé,364,315,49,70,62,9,52,8,324,153,10,134,52,184,159,144,5,6,0,4,24,11,12,1,180,155,134,15,2,2,2,25,23,2,0,159,15,133,11,9,1,5,3,155,11,129,15,52,5,40,7,61,304,286,2,15,0,54,270,265,2,3,0
72340,52,72,723,7201,5213,Souligné-sous-Ballon,568,506,62,93,88,13,74,5,441,227,16,161,57,305,260,230,14,7,1,7,46,17,29,0,263,246,216,16,3,3,8,16,4,9,3,258,25,207,25,13,5,8,0,246,23,190,33,74,8,56,10,73,495,482,3,10,0,93,348,331,4,13,0
72341,52,72,722,7224,5213,Soulitré,322,288,33,40,39,3,36,1,240,128,7,95,35,185,163,144,4,7,2,6,22,10,12,0,137,125,101,12,6,2,4,11,7,1,3,163,24,131,8,3,1,2,0,124,10,105,9,35,1,31,3,49,273,262,3,8,0,40,200,186,1,11,2
72342,52,72,722,7210,5211,Souvigné-sur-Même,90,67,22,8,6,0,6,2,81,37,0,32,9,51,37,34,1,2,0,0,14,5,8,1,39,31,28,1,2,0,0,8,3,5,0,37,3,28,6,0,0,0,0,31,0,28,3,6,0,4,2,12,78,60,0,16,1,9,72,57,1,14,0
72343,52,72,721,7227,5214,Souvigné-sur-Sarthe,300,244,56,39,35,6,29,4,247,113,8,89,27,163,129,110,8,7,0,4,34,22,12,0,138,116,86,19,6,2,2,22,16,6,0,128,16,99,12,5,3,2,0,116,8,95,12,29,1,22,6,58,242,194,44,4,0,41,206,177,26,3,0
72344,52,72,721,7231,5213,Spay,1333,1212,121,238,223,42,181,15,1132,564,23,469,145,700,625,572,19,13,2,19,75,21,52,2,633,587,531,47,3,1,5,46,23,21,2,625,60,518,47,42,18,19,5,586,35,487,64,180,16,148,16,182,1151,1112,5,33,1,173,959,938,4,17,0
72345,52,72,722,7224,5213,Surfonds,161,152,9,25,24,4,20,1,68,31,2,30,9,84,78,64,7,3,0,4,7,2,4,0,77,75,61,10,2,1,0,2,2,0,0,78,9,66,3,4,1,2,1,75,9,61,4,20,5,12,2,14,147,137,3,7,0,14,54,50,0,4,0
72346,52,72,721,7231,5213,La Suze-sur-Sarthe,1577,1459,117,266,253,30,223,12,1454,754,32,590,210,850,775,681,39,28,3,24,75,33,42,0,727,684,524,118,14,10,17,43,22,14,6,772,98,630,44,29,15,12,2,684,87,555,42,223,30,172,21,504,1073,1041,14,17,0,676,778,744,8,24,2
72347,52,72,721,7205,5213,Tassé,144,103,41,15,15,0,15,0,129,59,2,42,19,81,54,49,4,0,0,1,27,16,11,0,63,49,40,8,0,0,1,14,11,3,0,54,4,48,2,0,0,0,0,49,5,42,2,15,2,12,1,34,110,105,2,2,1,37,92,83,3,6,0
72348,52,72,721,7215,5213,Tassillé,69,60,9,14,14,1,13,0,37,12,0,12,5,37,30,24,3,1,0,2,6,4,2,0,32,29,26,3,0,0,0,3,3,0,0,30,4,25,1,1,0,1,0,29,2,24,3,13,0,12,1,7,62,60,1,1,0,11,26,26,0,0,0
72349,52,72,723,7201,5213,Teillé,235,198,37,50,46,1,45,4,167,69,1,65,27,126,98,84,1,6,0,7,27,13,14,0,109,100,82,10,4,2,1,9,5,4,0,98,14,79,5,1,0,1,0,100,9,81,9,45,2,38,5,46,189,184,0,4,1,44,123,116,3,4,0
72350,52,72,723,7209,5213,Teloché,1367,1237,129,268,254,16,238,14,1107,543,32,442,186,693,604,545,18,13,2,26,89,38,49,2,673,633,554,57,8,1,13,40,23,16,1,603,63,486,54,15,6,7,2,632,46,525,61,238,18,192,28,237,1130,1090,3,37,0,233,874,844,12,18,0
72351,52,72,722,7208,5213,Tennie,386,301,84,84,76,16,60,8,350,143,14,125,70,223,167,144,15,4,2,2,56,28,27,0,162,134,107,21,0,5,1,28,14,10,4,167,16,140,11,16,1,14,1,134,11,111,12,60,7,47,6,142,244,209,17,17,0,146,204,174,18,11,1
72352,52,72,722,7203,5213,Terrehault,62,45,17,8,7,1,6,1,33,12,1,9,1,32,22,21,0,0,0,1,10,5,5,0,30,23,17,5,0,0,1,7,3,4,0,22,1,21,0,1,1,0,0,23,2,18,3,6,1,4,1,9,53,44,1,8,0,10,23,22,0,1,0
72353,52,72,722,7210,5211,Théligny,98,69,29,9,6,1,5,3,75,27,3,23,11,54,37,34,2,1,0,0,17,7,9,0,44,32,27,2,3,0,0,12,9,3,0,37,4,31,2,1,0,1,0,32,1,28,3,5,0,4,1,23,76,52,0,24,0,27,48,32,0,16,0
72354,52,72,722,7222,5213,Thoigné,71,56,15,13,12,1,11,1,56,17,1,16,9,39,28,24,2,2,0,0,11,2,9,0,32,28,22,5,0,0,1,4,3,1,0,27,5,21,1,1,1,0,0,27,3,24,0,10,1,9,0,16,55,47,0,8,0,20,36,30,0,6,0
72355,52,72,722,7229,0051,Thoiré-sous-Contensor,43,34,9,6,5,0,5,1,27,9,1,9,3,26,21,18,2,0,0,1,5,1,3,1,17,13,13,0,0,0,0,4,3,0,1,21,1,18,2,0,0,0,0,13,0,12,1,5,0,5,0,12,31,17,1,13,0,8,19,15,0,4,0
72356,52,72,721,7207,5212,Thoiré-sur-Dinan,161,135,26,33,30,6,24,3,147,58,4,53,19,90,67,58,2,3,1,3,23,13,10,0,71,68,58,9,0,1,0,3,2,1,0,66,9,52,5,5,2,3,0,68,4,59,5,24,2,18,4,31,130,113,1,14,2,42,105,89,1,15,0
72357,52,72,721,7216,5212,Thorée-les-Pins,313,268,45,53,49,12,37,4,239,112,8,81,27,178,151,139,3,4,0,5,27,12,14,0,136,117,91,14,7,3,1,18,11,3,4,151,18,126,6,12,3,6,3,117,12,97,8,37,4,31,2,52,261,236,18,5,1,74,165,147,11,7,0
72358,52,72,722,7204,5213,Thorigné-sur-Dué,658,579,79,99,91,18,73,8,570,280,27,211,68,354,306,271,12,6,1,16,48,23,25,0,304,273,235,28,4,5,1,31,17,14,0,306,36,251,19,18,12,5,1,271,31,222,18,73,10,57,6,171,487,456,6,24,1,214,356,336,4,15,1
72359,52,72,722,7224,5213,Torcé-en-Vallée,574,491,83,92,89,17,72,3,321,141,3,113,45,316,263,231,13,13,1,5,53,26,27,0,258,228,181,33,7,3,3,30,18,10,2,262,29,210,22,17,4,11,1,227,24,184,19,72,10,53,8,75,499,472,6,21,0,71,250,234,1,15,0
72360,52,72,723,7234,5213,Trangé,693,621,72,151,146,17,129,5,488,222,10,204,68,350,304,275,16,6,1,6,45,20,26,0,344,317,288,21,1,2,5,27,16,9,1,302,33,236,34,17,5,8,4,316,23,256,37,128,9,100,19,80,613,588,7,17,0,64,424,411,3,10,0
72361,52,72,722,7204,5213,Tresson,193,140,53,38,35,8,27,3,164,60,6,49,20,110,73,55,11,3,1,3,37,24,13,0,83,67,59,6,1,0,1,16,8,3,5,73,13,58,2,8,1,7,0,66,4,56,6,26,1,23,2,61,132,123,0,9,0,75,89,75,1,12,1
72362,52,72,722,7202,5213,Le Tronchet,66,58,8,17,15,3,12,2,47,20,1,20,6,31,27,25,2,0,0,0,4,3,1,0,35,30,27,2,0,0,1,4,1,3,0,27,1,25,1,3,0,3,0,30,2,26,2,12,2,9,1,4,62,52,0,10,0,6,41,38,1,2,0
72363,52,72,722,7232,5211,Tuffé,600,520,80,82,81,13,69,1,534,233,6,200,60,320,265,234,19,6,1,6,55,25,30,0,281,255,216,30,5,3,1,26,14,12,0,262,35,212,15,10,6,2,2,252,24,202,26,67,14,46,7,243,357,326,3,27,1,311,223,201,1,21,0
72364,52,72,721,7223,5212,Vaas,587,491,96,106,97,20,76,9,521,241,15,172,66,321,258,224,13,6,2,13,63,28,34,1,265,233,183,47,0,1,2,33,18,13,1,257,35,198,24,19,6,10,3,233,24,184,24,76,9,57,10,204,382,325,6,50,1,240,281,243,4,33,1
72366,52,72,722,7233,5211,Valennes,150,110,40,18,17,0,17,1,155,60,3,45,18,79,51,46,3,0,0,1,28,17,11,0,71,59,51,8,1,0,0,12,8,3,1,51,6,38,6,0,0,0,0,58,5,48,5,17,0,15,2,58,92,58,0,31,2,63,92,58,0,34,0
72367,52,72,721,7215,5213,Vallon-sur-Gée,335,294,41,42,41,8,33,1,253,114,7,94,30,188,164,137,8,5,2,12,23,13,11,0,148,130,98,25,2,4,0,18,13,5,0,164,27,130,7,8,3,5,0,129,11,111,7,33,1,27,4,74,261,251,7,3,0,75,178,166,9,2,1
72368,52,72,722,7228,5213,Vancé,128,98,30,17,14,1,13,3,124,51,1,38,14,72,50,40,7,0,0,3,22,12,9,0,56,48,40,6,0,0,2,8,6,2,0,49,9,32,8,1,0,0,1,48,8,34,6,13,0,10,3,40,88,75,1,12,0,47,77,67,1,8,1
72369,52,72,721,7223,5212,Verneil-le-Chétif,245,193,52,44,42,7,35,2,198,92,8,62,24,135,97,73,9,7,0,7,38,19,19,1,110,96,74,17,1,3,1,13,9,4,0,97,10,83,4,7,2,5,0,96,6,85,5,35,3,31,1,56,189,174,4,11,0,54,144,131,3,9,1
72370,52,72,722,7202,5213,Vernie,140,119,22,29,27,7,20,2,120,53,9,40,19,83,70,62,6,1,0,1,12,6,6,0,58,49,37,8,3,0,0,9,5,4,0,70,6,62,2,7,1,5,1,49,2,42,4,20,0,15,4,40,100,89,5,6,0,43,77,66,6,5,0
72372,52,72,722,7218,5213,Vezot,31,27,4,4,3,0,3,1,25,11,0,8,4,16,13,12,0,0,0,1,3,0,3,0,15,14,13,1,0,0,0,1,1,0,0,13,1,10,2,0,0,0,0,14,0,13,1,3,0,3,0,2,29,19,0,10,0,7,18,15,0,3,0
72373,52,72,722,7233,5211,Vibraye,1054,926,127,127,118,22,96,9,1050,493,21,418,92,558,478,418,17,23,2,18,81,30,50,1,495,449,381,37,13,4,14,47,17,29,1,477,69,375,33,21,4,13,4,447,53,348,46,94,11,72,11,543,511,415,1,92,2,738,312,269,0,41,2
72374,52,72,722,7218,0051,Villaines-la-Carelle,69,54,15,8,8,2,6,0,79,31,1,27,4,39,27,22,2,1,0,2,12,8,4,0,30,27,22,4,1,0,0,3,2,1,0,27,3,23,1,2,1,1,0,27,3,23,1,6,1,5,0,12,57,29,0,28,0,34,45,27,0,18,0
72375,52,72,722,7210,5211,Villaines-la-Gonais,247,215,32,35,31,9,22,4,196,84,3,78,20,129,106,93,10,3,0,1,22,10,13,0,118,108,91,13,2,1,2,10,7,3,0,106,12,87,8,9,3,5,1,108,7,94,8,22,0,21,1,41,206,173,1,32,0,31,165,143,2,20,0
72376,52,72,721,7213,5213,Villaines-sous-Lucé,321,256,66,52,50,8,42,2,232,93,5,76,29,172,121,107,6,4,2,2,51,28,24,0,149,135,116,15,1,0,2,14,9,5,0,121,10,103,8,8,4,4,0,135,10,115,9,42,2,38,2,83,238,229,1,8,0,74,158,151,2,5,0
72377,52,72,721,7217,5212,Villaines-sous-Malicorne,416,350,66,54,52,10,43,2,325,141,9,115,30,229,186,145,27,6,0,8,43,22,20,0,187,164,142,16,5,1,0,23,15,7,2,185,27,145,13,9,3,4,2,164,10,141,14,43,4,35,4,103,313,287,22,3,1,117,208,195,6,4,3
72378,52,72,721,7227,5214,Vion,712,644,67,84,82,10,72,2,548,268,4,221,59,380,341,294,21,9,2,15,39,18,21,0,331,303,253,36,11,0,5,28,13,14,0,340,36,270,34,9,5,2,2,301,21,261,18,72,5,63,4,80,632,582,36,13,0,90,458,424,29,4,1
72379,52,72,721,7205,5213,Viré-en-Champagne,105,67,38,15,9,0,9,6,65,21,4,18,6,57,34,27,3,3,0,0,23,19,4,0,48,34,25,6,2,0,0,14,12,2,0,34,5,26,2,0,0,0,0,34,4,27,2,9,1,8,0,32,73,62,8,3,0,22,43,37,4,2,0
72380,52,72,722,7202,5213,Vivoin,379,320,59,54,49,15,35,5,324,139,7,128,48,198,160,136,10,6,0,8,39,15,22,1,181,161,142,15,2,1,1,20,16,4,0,159,23,125,11,14,5,8,1,161,14,131,16,35,6,28,1,95,284,244,8,33,0,101,223,197,4,22,0
72381,52,72,721,7231,5213,Voivres-lès-le-Mans,588,541,47,86,79,7,72,6,392,206,12,149,55,319,290,254,8,11,2,15,28,14,15,0,269,250,224,17,2,2,5,19,11,7,1,289,29,242,19,7,3,3,1,250,20,212,18,72,6,58,7,50,538,519,6,13,0,42,350,340,4,6,0
72382,52,72,722,7204,5213,Volnay,361,311,50,63,60,11,49,3,283,139,9,98,38,202,168,152,9,5,0,3,33,16,17,0,160,143,118,14,4,3,4,16,8,9,0,167,14,143,10,11,1,7,3,143,13,119,11,49,5,39,5,67,294,269,6,19,0,64,219,208,3,7,1
72383,52,72,722,7232,5211,Vouvray-sur-Huisne,73,66,7,7,6,0,6,1,41,22,2,14,2,43,38,32,4,0,0,1,5,4,1,0,30,28,21,3,3,1,0,2,0,2,0,38,4,32,1,0,0,0,0,28,0,27,1,6,0,6,0,7,66,61,0,5,0,7,34,30,0,4,0
72384,52,72,721,7207,5212,Vouvray-sur-Loir,295,248,47,54,47,11,36,7,323,153,7,133,43,150,127,105,9,6,1,6,23,13,7,3,144,121,98,19,0,1,3,23,18,3,2,126,16,101,9,11,1,10,0,120,10,94,16,36,4,25,6,68,227,185,2,40,0,54,269,233,2,34,0
72385,52,72,721,7226,5213,Yvré-le-Pôlin,785,710,74,139,132,18,114,7,667,340,19,254,101,419,370,330,12,19,1,9,49,14,34,1,365,340,277,46,8,2,7,26,13,11,2,368,35,311,23,16,5,8,3,340,27,287,26,114,10,95,9,128,656,632,7,18,0,118,549,515,8,25,1
72386,52,72,723,7237,5213,Yvré-l'Évêque,1917,1711,206,365,349,51,298,16,1865,859,40,771,288,1020,876,792,37,20,4,23,144,52,90,1,898,835,744,70,6,6,9,62,30,26,6,875,96,677,102,50,21,24,5,833,65,668,100,298,31,238,29,283,1634,1560,16,57,1,298,1567,1502,10,53,2
